,player,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,team,year
1461,Opponent,17745,2831,6326,.448,956,2753,.347,1875,3573,.525,1346,1720,.783,674,2431,3105,1794,545,302,1022,1584,7964,MIA,2020
1462,Opponent/G,243.1,38.8,86.7,.448,13.1,37.7,.347,25.7,48.9,.525,18.4,23.6,.783,9.2,33.3,42.5,24.6,7.5,4.1,14.0,21.7,109.1,MIA,2020
1463,Lg,3,3,6,7,24,28,6,3,1,15,18,16,22,5,6,3,15,13,4,21,7,10,MIA,2020
1464,Team,17380,2824,6029,.468,932,2606,.358,1892,3423,.553,1201,1520,.790,579,2409,2988,1895,569,286,1013,1363,7781,MIA,2021
1465,Team/G,241.4,39.2,83.7,.468,12.9,36.2,.358,26.3,47.5,.553,16.7,21.1,.790,8.0,33.5,41.5,26.3,7.9,4.0,14.1,18.9,108.1,MIA,2021
1466,Lg,16,26,30,15,14,11,19,25,29,5,13,21,12,29,23,29,9,9,30,17,12,25,MIA,2021
1467,Opponent,17380,2815,6137,.459,1027,2814,.365,1788,3323,.538,1122,1435,.782,684,2404,3088,1857,541,287,1085,1414,7779,MIA,2021
1468,Opponent/G,241.4,39.1,85.2,.459,14.3,39.1,.365,24.8,46.2,.538,15.6,19.9,.782,9.5,33.4,42.9,25.8,7.5,4.0,15.1,19.6,108.0,MIA,2021
1469,Lg,16,3,2,6,27,29,15,1,1,20,6,6,20,8,11,10,23,13,4,5,10,5,MIA,2021
1470,Team,19855,3246,6954,.467,1114,2936,.379,2132,4018,.531,1416,1753,.808,807,2778,3585,2090,606,265,1194,1679,9022,MIA,2022
1471,Team/G,242.1,39.6,84.8,.467,13.6,35.8,.379,26.0,49.0,.531,17.3,21.4,.808,9.8,33.9,43.7,25.5,7.4,3.2,14.6,20.5,110.0,MIA,2022
1472,Lg,5,22,28,13,6,14,1,27,26,17,12,19,5,18,18,22,8,16,30,28,25,17,MIA,2022
1473,Opponent,19855,3078,6886,.447,1064,3138,.339,2014,3748,.537,1437,1845,.779,783,2634,3417,1908,608,330,1228,1686,8657,MIA,2022
1474,Opponent/G,242.1,37.5,84.0,.447,13.0,38.3,.339,24.6,45.7,.537,17.5,22.5,.779,9.5,32.1,41.7,23.3,7.4,4.0,15.0,20.6,105.6,MIA,2022
1475,Lg,5,1,1,4,22,27,2,1,1,17,23,20,20,5,2,2,4,14,4,5,3,4,MIA,2022
1476,Team,19805,3215,6991,.460,980,2852,.344,2235,4139,.540,1567,1885,.831,796,2533,3329,1955,655,243,1106,1516,8977,MIA,2023
1477,Team/G,241.5,39.2,85.3,.460,12.0,34.8,.344,27.3,50.5,.540,19.1,23.0,.831,9.7,30.9,40.6,23.8,8.0,3.0,13.5,18.5,109.5,MIA,2023
1478,Lg,18,30,26,26,17,10,27,27,25,21,10,19,2,20,29,27,25,6,30,9,3,30,MIA,2023
1479,Opponent,19805,3288,6822,.482,1077,2933,.367,2211,3889,.569,1350,1728,.781,729,2702,3431,2097,571,309,1288,1643,9003,MIA,2023
1480,Opponent/G,241.5,40.1,83.2,.482,13.1,35.8,.367,27.0,47.4,.569,16.5,21.1,.781,8.9,33.0,41.8,25.6,7.0,3.8,15.7,20.0,109.8,MIA,2023
1481,Lg,18,3,2,22,28,22,22,1,1,29,4,3,16,1,15,6,14,8,1,3,17,2,MIA,2023
1482,Team,16280,2723,6067,.449,805,2416,.333,1918,3651,.525,1237,1566,.790,661,2237,2898,1605,523,341,1086,1548,7488,ATL,2020
1483,Team/G,243.0,40.6,90.6,.449,12.0,36.1,.333,28.6,54.5,.525,18.5,23.4,.790,9.9,33.4,43.3,24.0,7.8,5.1,16.2,23.1,111.8,ATL,2020
1484,Lg,23,17,7,23,16,8,30,17,18,14,12,15,10,19,23,22,17,13,12,28,30,17,ATL,2020
1485,Opponent,16280,2903,6078,.478,797,2194,.363,2106,3884,.542,1419,1839,.772,748,2402,3150,1674,600,428,1006,1404,8022,ATL,2020
1486,Opponent/G,243.0,43.3,90.7,.478,11.9,32.7,.363,31.4,58.0,.542,21.2,27.4,.772,11.2,35.9,47.0,25.0,9.0,6.4,15.0,21.0,119.7,ATL,2020
1487,Lg,23,29,24,26,11,7,22,28,27,25,30,30,16,29,25,28,21,29,30,11,13,30,ATL,2020
1488,Team,17405,2937,6281,.468,895,2402,.373,2042,3879,.526,1417,1745,.812,760,2525,3285,1737,503,342,953,1392,8186,ATL,2021
1489,Team/G,241.7,40.8,87.2,.468,12.4,33.4,.373,28.4,53.9,.526,19.7,24.2,.812,10.6,35.1,45.6,24.1,7.0,4.8,13.2,19.3,113.7,ATL,2021
1490,Lg,11,19,23,17,17,19,12,15,15,19,2,4,5,7,10,5,19,24,17,9,18,13,ATL,2021
1491,Opponent,17405,2971,6418,.463,858,2460,.349,2113,3958,.534,1219,1519,.803,719,2352,3071,1754,557,363,886,1422,8019,ATL,2021
1492,Opponent/G,241.7,41.3,89.1,.463,11.9,34.2,.349,29.3,55.0,.534,16.9,21.1,.803,10.0,32.7,42.7,24.4,7.7,5.0,12.3,19.8,111.4,ATL,2021
1493,Lg,11,14,19,12,9,14,3,20,21,16,14,12,30,21,4,8,11,21,17,29,9,12,ATL,2021
1494,Team,19705,3401,7241,.470,1056,2821,.374,2345,4420,.531,1485,1829,.812,823,2783,3606,2017,587,348,972,1534,9343,ATL,2022
1495,Team/G,240.3,41.5,88.3,.470,12.9,34.4,.374,28.6,53.9,.531,18.1,22.3,.812,10.0,33.9,44.0,24.6,7.2,4.2,11.9,18.7,113.9,ATL,2022
1496,Lg,30,11,13,7,11,18,2,14,13,18,3,11,4,17,17,20,15,22,23,1,7,6,ATL,2022
1497,Opponent,19705,3435,7294,.471,1051,2888,.364,2384,4406,.541,1294,1634,.792,838,2758,3596,2085,576,367,1046,1668,9215,ATL,2022
1498,Opponent/G,240.3,41.9,89.0,.471,12.8,35.2,.364,29.1,53.7,.541,15.8,19.9,.792,10.2,33.6,43.9,25.4,7.0,4.5,12.8,20.3,112.4,ATL,2022
1499,Lg,30,24,19,23,21,17,25,21,17,21,6,5,27,13,11,13,23,5,10,27,6,21,ATL,2022
1500,Team,19855,3658,7574,.483,882,2505,.352,2776,5069,.548,1513,1850,.818,920,2719,3639,2049,580,401,1060,1541,9711,ATL,2023
1501,Team/G,242.1,44.6,92.4,.483,10.8,30.5,.352,33.9,61.8,.548,18.5,22.6,.818,11.2,33.2,44.4,25.0,7.1,4.9,12.9,18.8,118.4,ATL,2023
1502,Lg,8,1,3,9,26,28,21,1,1,17,16,20,3,9,12,10,18,18,12,3,6,3,ATL,2023
1503,Opponent,19855,3592,7398,.486,979,2748,.356,2613,4650,.562,1524,1899,.803,866,2751,3617,2131,616,414,1162,1612,9687,ATL,2023
1504,Opponent/G,242.1,43.8,90.2,.486,11.9,33.5,.356,31.9,56.7,.562,18.6,23.2,.803,10.6,33.5,44.1,26.0,7.5,5.0,14.2,19.7,118.1,ATL,2023
1505,Lg,8,28,25,25,8,16,10,29,25,21,18,13,30,17,21,19,22,18,21,16,19,26,ATL,2023
1506,Team,15750,2425,5586,.434,785,2231,.352,1640,3355,.489,1052,1406,.748,715,2066,2781,1549,428,268,949,1223,6687,CHO,2020
1507,Team/G,242.3,37.3,85.9,.434,12.1,34.3,.352,25.2,51.6,.489,16.2,21.6,.748,11.0,31.8,42.8,23.8,6.6,4.1,14.6,18.8,102.9,CHO,2020
1508,Lg,26,30,26,30,15,14,19,29,25,30,26,25,24,3,29,26,19,26,25,14,3,30,CHO,2020
1509,Opponent,15750,2708,5690,.476,803,2279,.352,1905,3411,.558,907,1197,.758,711,2276,2987,1732,523,328,935,1337,7126,CHO,2020
1510,Opponent/G,242.3,41.7,87.5,.476,12.4,35.1,.352,29.3,52.5,.558,14.0,18.4,.758,10.9,35.0,46.0,26.6,8.0,5.0,14.4,20.6,109.6,CHO,2020
1511,Lg,26,19,12,23,19,23,11,18,7,30,1,1,4,27,18,23,30,23,20,16,16,12,CHO,2020
1512,Team,17355,2875,6324,.455,985,2666,.369,1890,3658,.517,1146,1505,.761,762,2389,3151,1933,565,344,1069,1298,7881,CHO,2021
1513,Team/G,241.0,39.9,87.8,.455,13.7,37.0,.369,26.3,50.8,.517,15.9,20.9,.761,10.6,33.2,43.8,26.8,7.8,4.8,14.8,18.0,109.5,CHO,2021
1514,Lg,19,22,20,22,10,9,14,26,23,22,26,24,21,6,25,19,5,10,16,24,5,23,CHO,2021
1515,Opponent,17355,2972,6346,.468,1042,2847,.366,1930,3499,.552,1034,1387,.745,766,2487,3253,1951,582,347,1062,1340,8020,CHO,2021
1516,Opponent/G,241.0,41.3,88.1,.468,14.5,39.5,.366,26.8,48.6,.552,14.4,19.3,.745,10.6,34.5,45.2,27.1,8.1,4.8,14.8,18.6,111.4,CHO,2021
1517,Lg,19,15,14,17,28,30,17,4,3,30,1,3,1,27,18,19,30,24,14,9,21,13,CHO,2021
1518,Team,19880,3508,7497,.468,1143,3130,.365,2365,4367,.542,1298,1753,.740,888,2767,3655,2302,707,402,1087,1629,9457,CHO,2022
1519,Team/G,242.4,42.8,91.4,.468,13.9,38.2,.365,28.8,53.3,.542,15.8,21.4,.740,10.8,33.7,44.6,28.1,8.6,4.9,13.3,19.9,115.3,CHO,2022
1520,Lg,3,4,3,11,5,6,6,12,15,11,25,19,27,9,21,12,1,5,11,10,18,4,CHO,2022
1521,Opponent,19880,3444,7388,.466,1148,3170,.362,2296,4218,.544,1385,1815,.763,931,2920,3851,2169,617,377,1229,1609,9421,CHO,2022
1522,Opponent/G,242.4,42.0,90.1,.466,14.0,38.7,.362,28.0,51.4,.544,16.9,22.1,.763,11.4,35.6,47.0,26.5,7.5,4.6,15.0,19.6,114.9,CHO,2022
1523,Lg,3,25,23,20,29,28,23,14,9,23,15,16,7,28,26,27,29,16,12,4,18,25,CHO,2022
1524,Team,19830,3385,7413,.457,881,2669,.330,2504,4744,.528,1447,1933,.749,901,2751,3652,2062,634,425,1164,1661,9098,CHO,2023
1525,Team/G,241.8,41.3,90.4,.457,10.7,32.5,.330,30.5,57.9,.528,17.6,23.6,.749,11.0,33.5,44.5,25.1,7.7,5.2,14.2,20.3,111.0,CHO,2023
1526,Lg,12,22,6,29,27,18,29,12,6,27,20,17,27,12,10,9,17,9,8,17,17,27,CHO,2023
1527,Opponent,19830,3522,7391,.477,1004,2812,.357,2518,4579,.550,1562,1965,.795,895,2892,3787,2127,573,471,1177,1667,9610,CHO,2023
1528,Opponent/G,241.8,43.0,90.1,.477,12.2,34.3,.357,30.7,55.8,.550,19.0,24.0,.795,10.9,35.3,46.2,25.9,7.0,5.7,14.4,20.3,117.2,CHO,2023
1529,Lg,12,22,23,19,15,19,14,23,21,15,22,19,25,22,30,29,21,10,29,12,13,22,CHO,2023
1530,Team,17355,2990,6544,.457,864,2345,.368,2126,4199,.506,1394,1770,.788,732,2295,3027,1801,574,309,1020,1634,8238,WAS,2020
1531,Team/G,241.0,41.5,90.9,.457,12.0,32.6,.368,29.5,58.3,.506,19.4,24.6,.788,10.2,31.9,42.0,25.0,8.0,4.3,14.2,22.7,114.4,WAS,2020
1532,Lg,19,11,5,21,17,18,8,8,5,26,6,7,11,17,28,28,12,11,24,9,29,7,WAS,2020
1533,Opponent,17355,3104,6363,.488,896,2386,.376,2208,3977,.555,1470,1890,.778,753,2572,3325,1814,541,363,1163,1601,8574,WAS,2020
1534,Opponent/G,241.0,43.1,88.4,.488,12.4,33.1,.376,30.7,55.2,.555,20.4,26.3,.778,10.5,35.7,46.2,25.2,7.5,5.0,16.2,22.2,119.1,WAS,2020
1535,Lg,19,27,14,29,22,9,27,26,17,27,29,29,19,22,23,25,22,15,18,3,4,29,WAS,2020
1536,Team,17405,3108,6547,.475,733,2088,.351,2375,4459,.533,1449,1884,.769,697,2557,3254,1835,528,297,1037,1555,8398,WAS,2021
1537,Team/G,241.7,43.2,90.9,.475,10.2,29.0,.351,33.0,61.9,.533,20.1,26.2,.769,9.7,35.5,45.2,25.5,7.3,4.1,14.4,21.6,116.6,WAS,2021
1538,Lg,11,5,5,10,28,29,23,1,2,14,1,1,19,15,6,8,13,18,28,20,30,3,WAS,2021
1539,Opponent,17405,3103,6594,.471,896,2425,.369,2207,4169,.529,1428,1828,.781,738,2580,3318,1762,587,348,1056,1586,8530,WAS,2021
1540,Opponent/G,241.7,43.1,91.6,.471,12.4,33.7,.369,30.7,57.9,.529,19.8,25.4,.781,10.3,35.8,46.1,24.5,8.2,4.8,14.7,22.0,118.5,WAS,2021
1541,Lg,11,28,28,20,15,13,19,28,28,15,30,29,18,25,24,24,12,25,15,10,1,30,WAS,2021
1542,Team,19830,3327,7056,.472,860,2512,.342,2467,4544,.543,1393,1778,.783,737,2798,3535,2052,522,406,1077,1545,8907,WAS,2022
1543,Team/G,241.8,40.6,86.0,.472,10.5,30.6,.342,30.1,55.4,.543,17.0,21.7,.783,9.0,34.1,43.1,25.0,6.4,5.0,13.1,18.8,108.6,WAS,2022
1544,Lg,7,15,26,5,30,29,26,6,8,9,15,15,12,28,14,23,12,30,8,8,9,22,WAS,2022
1545,Opponent,19830,3384,7287,.464,941,2607,.361,2443,4680,.522,1475,1828,.807,840,2786,3626,1941,598,344,972,1634,9184,WAS,2022
1546,Opponent/G,241.8,41.3,88.9,.464,11.5,31.8,.361,29.8,57.1,.522,18.0,22.3,.807,10.2,34.0,44.2,23.7,7.3,4.2,11.9,19.9,112.0,WAS,2022
1547,Lg,7,20,18,18,3,1,21,25,29,8,25,18,30,15,16,18,8,9,7,30,12,16,WAS,2022
1548,Team,19755,3456,7127,.485,925,2601,.356,2531,4526,.559,1442,1838,.785,774,2804,3578,2083,561,424,1158,1539,9279,WAS,2023
1549,Team/G,240.9,42.1,86.9,.485,11.3,31.7,.356,30.9,55.2,.559,17.6,22.4,.785,9.4,34.2,43.6,25.4,6.8,5.2,14.1,18.8,113.2,WAS,2023
1550,Lg,25,14,20,8,21,23,18,10,13,9,22,22,15,24,5,15,14,23,9,16,5,21,WAS,2023
1551,Opponent,19755,3481,7363,.473,984,2688,.366,2497,4675,.534,1432,1794,.798,883,2645,3528,2035,581,406,1008,1590,9378,WAS,2023
1552,Opponent/G,240.9,42.5,89.8,.473,12.0,32.8,.366,30.5,57.0,.534,17.5,21.9,.798,10.8,32.3,43.0,24.8,7.1,5.0,12.3,19.4,114.4,WAS,2023
1553,Lg,25,20,21,13,9,7,20,21,26,8,7,5,28,21,8,12,7,14,20,29,24,17,WAS,2023
1554,Team,17570,2871,6468,.444,807,2354,.343,2064,4114,.502,1282,1656,.774,751,2498,3249,1747,599,396,937,1336,7831,ORL,2020
1555,Team/G,240.7,39.3,88.6,.444,11.1,32.2,.343,28.3,56.4,.502,17.6,22.7,.774,10.3,34.2,44.5,23.9,8.2,5.4,12.8,18.3,107.3,ORL,2020
1556,Lg,9,27,17,27,22,19,25,18,10,27,19,20,17,15,19,16,18,8,8,4,2,24,ORL,2020
1557,Opponent,17570,2949,6343,.465,893,2453,.364,2056,3890,.529,1114,1445,.771,660,2616,3276,1804,511,338,1065,1420,7905,ORL,2020
1558,Opponent/G,240.7,40.4,86.9,.465,12.2,33.6,.364,28.2,53.3,.529,15.3,19.8,.771,9.0,35.8,44.9,24.7,7.0,4.6,14.6,19.5,108.3,ORL,2020
1559,Lg,9,13,7,18,16,12,23,12,9,17,3,4,14,2,24,15,17,5,12,14,28,5,ORL,2020
1560,Team,17330,2754,6423,.429,784,2288,.343,1970,4135,.476,1196,1543,.775,747,2525,3272,1571,496,318,924,1237,7488,ORL,2021
1561,Team/G,240.7,38.3,89.2,.429,10.9,31.8,.343,27.4,57.4,.476,16.6,21.4,.775,10.4,35.1,45.4,21.8,6.9,4.4,12.8,17.2,104.0,ORL,2021
1562,Lg,22,30,8,30,26,22,27,20,5,30,15,15,17,11,10,7,28,25,22,5,1,29,ORL,2021
1563,Opponent,17330,3039,6456,.471,987,2649,.373,2052,3807,.539,1093,1390,.786,704,2706,3410,1874,548,384,917,1343,8158,ORL,2021
1564,Opponent/G,240.7,42.2,89.7,.471,13.7,36.8,.373,28.5,52.9,.539,15.2,19.3,.786,9.8,37.6,47.4,26.0,7.6,5.3,12.7,18.7,113.3,ORL,2021
1565,Lg,22,22,23,21,25,25,21,14,9,22,4,4,24,12,29,28,27,15,24,24,20,20,ORL,2021
1566,Team,19780,3139,7240,.434,999,3022,.331,2140,4218,.507,1270,1614,.787,746,2885,3631,1947,555,367,1188,1612,8547,ORL,2022
1567,Team/G,241.2,38.3,88.3,.434,12.2,36.9,.331,26.1,51.4,.507,15.5,19.7,.787,9.1,35.2,44.3,23.7,6.8,4.5,14.5,19.7,104.2,ORL,2022
1568,Lg,13,28,14,28,15,11,28,25,19,26,28,29,11,27,7,14,20,28,20,25,14,29,ORL,2022
1569,Opponent,19780,3346,7300,.458,1082,2979,.363,2264,4321,.524,1429,1851,.772,852,3014,3866,2034,655,428,1079,1501,9203,ORL,2022
1570,Opponent/G,241.2,40.8,89.0,.458,13.2,36.3,.363,27.6,52.7,.524,17.4,22.6,.772,10.4,36.8,47.1,24.8,8.0,5.2,13.2,18.3,112.2,ORL,2022
1571,Lg,13,17,20,14,26,23,24,11,11,10,21,22,14,18,29,29,14,23,27,22,27,20,ORL,2022
1572,Team,19780,3323,7074,.470,883,2551,.346,2440,4523,.539,1607,2050,.784,833,2713,3546,1906,603,382,1236,1652,9136,ORL,2023
1573,Team/G,241.2,40.5,86.3,.470,10.8,31.1,.346,29.8,55.2,.539,19.6,25.0,.784,10.2,33.1,43.2,23.2,7.4,4.7,15.1,20.1,111.4,ORL,2023
1574,Lg,22,26,23,21,25,27,24,17,14,22,6,8,16,15,14,16,26,12,15,24,16,26,ORL,2023
1575,Opponent,19780,3389,7127,.476,1064,3030,.351,2325,4097,.567,1504,1890,.796,779,2669,3448,2122,634,415,1204,1681,9346,ORL,2023
1576,Opponent/G,241.2,41.3,86.9,.476,13.0,37.0,.351,28.4,50.0,.567,18.3,23.0,.796,9.5,32.5,42.0,25.9,7.7,5.1,14.7,20.5,114.0,ORL,2023
1577,Lg,22,11,8,18,25,28,6,8,4,27,12,11,26,3,10,8,19,21,22,10,7,15,ORL,2023
1578,Team,17430,2879,6156,.468,770,2171,.355,2109,3985,.529,1422,1787,.796,593,2495,3088,1562,550,353,986,1390,7950,OKC,2020
1579,Team/G,242.1,40.0,85.5,.468,10.7,30.2,.355,29.3,55.3,.529,19.8,24.8,.796,8.2,34.7,42.9,21.7,7.6,4.9,13.7,19.3,110.4,OKC,2020
1580,Lg,13,23,28,8,27,27,17,12,15,10,4,5,7,30,15,23,28,16,15,6,4,21,OKC,2020
1581,Opponent,17430,2937,6454,.455,814,2395,.340,2123,4059,.523,1119,1408,.795,754,2472,3226,1656,505,290,1024,1641,7807,OKC,2020
1582,Opponent/G,242.1,40.8,89.6,.455,11.3,33.3,.340,29.5,56.4,.523,15.5,19.6,.795,10.5,34.3,44.8,23.0,7.0,4.0,14.2,22.8,108.4,OKC,2020
1583,Lg,13,16,19,10,5,10,3,20,20,14,4,3,30,23,10,12,5,7,3,18,2,7,OKC,2020
1584,Team,17355,2795,6338,.441,857,2529,.339,1938,3809,.509,1113,1536,.725,715,2568,3283,1588,504,316,1162,1305,7560,OKC,2021
1585,Team/G,241.0,38.8,88.0,.441,11.9,35.1,.339,26.9,52.9,.509,15.5,21.3,.725,9.9,35.7,45.6,22.1,7.0,4.4,16.1,18.1,105.0,OKC,2021
1586,Lg,19,27,19,29,20,13,29,23,18,27,29,17,30,14,3,6,27,23,23,30,6,28,OKC,2021
1587,Opponent,17355,3123,6603,.473,978,2688,.364,2145,3915,.548,1102,1426,.773,729,2663,3392,1856,647,378,942,1336,8326,OKC,2021
1588,Opponent/G,241.0,43.4,91.7,.473,13.6,37.3,.364,29.8,54.4,.548,15.3,19.8,.773,10.1,37.0,47.1,25.8,9.0,5.3,13.1,18.6,115.6,OKC,2021
1589,Lg,19,29,29,24,24,26,12,22,19,28,5,5,8,23,27,26,22,30,21,21,23,26,OKC,2021
1590,Team,19805,3141,7310,.430,991,3066,.323,2150,4244,.507,1233,1632,.756,854,2887,3741,1822,622,380,1145,1497,8506,OKC,2022
1591,Team/G,241.5,38.3,89.1,.430,12.1,37.4,.323,26.2,51.8,.507,15.0,19.9,.756,10.4,35.2,45.6,22.2,7.6,4.6,14.0,18.3,103.7,OKC,2022
1592,Lg,8,27,9,30,17,7,30,22,18,27,30,28,24,12,6,6,28,14,16,15,4,30,OKC,2022
1593,Opponent,19805,3398,7421,.458,1118,3171,.353,2280,4250,.536,1256,1629,.771,906,3060,3966,2142,695,490,1085,1463,9170,OKC,2022
1594,Opponent/G,241.5,41.4,90.5,.458,13.6,38.7,.353,27.8,51.8,.536,15.3,19.9,.771,11.0,37.3,48.4,26.1,8.5,6.0,13.2,17.8,111.8,OKC,2022
1595,Lg,8,23,25,13,27,29,15,13,10,16,5,4,12,25,30,30,26,29,29,21,30,15,OKC,2022
1596,Team,19855,3533,7590,.465,995,2797,.356,2538,4793,.530,1572,1944,.809,934,2645,3579,2002,676,341,1069,1722,9633,OKC,2023
1597,Team/G,242.1,43.1,92.6,.465,12.1,34.1,.356,31.0,58.5,.530,19.2,23.7,.809,11.4,32.3,43.6,24.4,8.2,4.2,13.0,21.0,117.5,OKC,2023
1598,Lg,8,6,2,24,15,12,17,9,4,25,9,14,6,8,21,14,21,4,22,5,24,5,OKC,2023
1599,Opponent,19855,3437,7252,.474,1059,2955,.358,2378,4297,.553,1611,2090,.771,982,2841,3823,2126,572,454,1375,1675,9544,OKC,2023
1600,Opponent/G,242.1,41.9,88.4,.474,12.9,36.0,.358,29.0,52.4,.553,19.6,25.5,.771,12.0,34.6,46.6,25.9,7.0,5.5,16.8,20.4,116.4,OKC,2023
1601,Lg,8,17,16,17,23,24,15,12,9,18,26,26,6,29,29,30,20,9,28,1,10,19,OKC,2023
1602,Team,17835,3122,6749,.463,952,2525,.377,2170,4224,.514,1312,1632,.804,754,2599,3353,1525,465,451,946,1606,8508,POR,2020
1603,Team/G,241.0,42.2,91.2,.463,12.9,34.1,.377,29.3,57.1,.514,17.7,22.1,.804,10.2,35.1,45.3,20.6,6.3,6.1,12.8,21.7,115.0,POR,2020
1604,Lg,2,5,3,14,10,15,3,11,7,24,18,23,3,16,12,12,30,28,2,3,22,6,POR,2020
1605,Opponent,17835,3090,6781,.456,1003,2619,.383,2087,4162,.501,1410,1828,.771,852,2617,3469,1840,502,364,953,1488,8593,POR,2020
1606,Opponent/G,241.0,41.8,91.6,.456,13.6,35.4,.383,28.2,56.2,.501,19.1,24.7,.771,11.5,35.4,46.9,24.9,6.8,4.9,12.9,20.1,116.1,POR,2020
1607,Lg,2,20,27,11,29,26,29,13,19,4,21,24,15,30,21,27,19,1,16,27,22,26,POR,2020
1608,Team,17305,2973,6558,.453,1132,2939,.385,1841,3619,.509,1282,1558,.823,766,2441,3207,1531,496,363,799,1362,8360,POR,2021
1609,Team/G,240.3,41.3,91.1,.453,15.7,40.8,.385,25.6,50.3,.509,17.8,21.6,.823,10.6,33.9,44.5,21.3,6.9,5.0,11.1,18.9,116.1,POR,2021
1610,Lg,24,15,4,23,2,2,6,27,24,28,6,13,3,3,20,12,30,25,13,1,10,5,POR,2021
1611,Opponent,17305,3007,6355,.473,928,2494,.372,2079,3861,.538,1289,1638,.787,710,2558,3268,1794,440,333,892,1374,8231,POR,2021
1612,Opponent/G,240.3,41.8,88.3,.473,12.9,34.6,.372,28.9,53.6,.538,17.9,22.8,.787,9.9,35.5,45.4,24.9,6.1,4.6,12.4,19.1,114.3,POR,2021
1613,Lg,24,18,15,25,19,17,20,17,10,21,24,22,26,16,22,21,16,1,10,28,16,23,POR,2021
1614,Team,19730,3161,7144,.442,1043,3017,.346,2118,4127,.513,1346,1771,.760,854,2661,3515,1880,657,366,1187,1728,8711,POR,2022
1615,Team/G,240.6,38.5,87.1,.442,12.7,36.8,.346,25.8,50.3,.513,16.4,21.6,.760,10.4,32.5,42.9,22.9,8.0,4.5,14.5,21.1,106.2,POR,2022
1616,Lg,24,26,19,26,13,12,23,29,22,24,21,16,22,12,27,27,26,8,21,24,28,27,POR,2022
1617,Opponent,19730,3373,7045,.479,1129,3046,.371,2244,3999,.561,1564,2014,.777,800,2868,3668,2184,672,409,1150,1589,9439,POR,2022
1618,Opponent/G,240.6,41.1,85.9,.479,13.8,37.1,.371,27.4,48.8,.561,19.1,24.6,.777,9.8,35.0,44.7,26.6,8.2,5.0,14.0,19.4,115.1,POR,2022
1619,Lg,24,19,5,27,28,25,28,9,2,29,28,28,18,8,22,20,30,26,23,12,21,27,POR,2022
1620,Team,19730,3317,7001,.474,1056,2893,.365,2261,4108,.550,1609,2021,.796,774,2551,3325,1981,553,376,1185,1643,9299,POR,2023
1621,Team/G,240.6,40.5,85.4,.474,12.9,35.3,.365,27.6,50.1,.550,19.6,24.6,.796,9.4,31.1,40.5,24.2,6.7,4.6,14.5,20.0,113.4,POR,2023
1622,Lg,29,27,25,17,8,9,14,26,26,15,5,9,8,24,28,28,22,24,17,19,14,19,POR,2023
1623,Opponent,19730,3522,7176,.491,1029,2717,.379,2493,4459,.559,1555,1977,.787,857,2686,3543,2214,640,352,1108,1679,9628,POR,2023
1624,Opponent/G,240.6,43.0,87.5,.491,12.5,33.1,.379,30.4,54.4,.559,19.0,24.1,.787,10.5,32.8,43.2,27.0,7.8,4.3,13.5,20.5,117.4,POR,2023
1625,Lg,29,22,11,28,21,9,29,20,14,20,21,20,21,15,13,14,30,23,12,19,8,23,POR,2023
1626,Team,17355,2886,6130,.471,963,2537,.380,1923,3593,.535,1278,1641,.779,656,2577,3233,1615,438,292,1089,1468,8013,UTA,2020
1627,Team/G,241.0,40.1,85.1,.471,13.4,35.2,.380,26.7,49.9,.535,17.8,22.8,.779,9.1,35.8,44.9,22.4,6.1,4.1,15.1,20.4,111.3,UTA,2020
1628,Lg,19,22,29,6,7,10,1,25,27,5,16,19,15,26,8,13,26,30,28,21,12,18,UTA,2020
1629,Opponent,17355,2930,6417,.457,790,2235,.353,2140,4182,.512,1185,1545,.767,688,2386,3074,1548,566,329,889,1501,7835,UTA,2020
1630,Opponent/G,241.0,40.7,89.1,.457,11.0,31.0,.353,29.7,58.1,.512,16.5,21.5,.767,9.6,33.1,42.7,21.5,7.9,4.6,12.3,20.8,108.8,UTA,2020
1631,Lg,19,15,17,12,3,3,14,23,28,10,7,8,10,9,4,5,1,19,10,29,14,9,UTA,2020
1632,Team,17355,2971,6344,.468,1205,3098,.389,1766,3246,.544,1235,1546,.799,765,2709,3474,1703,474,371,1023,1335,8382,UTA,2021
1633,Team/G,241.0,41.3,88.1,.468,16.7,43.0,.389,24.5,45.1,.544,17.2,21.5,.799,10.6,37.6,48.3,23.7,6.6,5.2,14.2,18.5,116.4,UTA,2021
1634,Lg,19,17,18,16,1,1,4,30,30,9,12,14,8,4,2,1,23,29,8,18,8,4,UTA,2021
1635,Opponent,17355,2943,6581,.447,783,2293,.341,2160,4288,.504,1047,1364,.768,706,2362,3068,1604,554,282,827,1365,7716,UTA,2021
1636,Opponent/G,241.0,40.9,91.4,.447,10.9,31.8,.341,30.0,59.6,.504,14.5,18.9,.768,9.8,32.8,42.6,22.3,7.7,3.9,11.5,19.0,107.2,UTA,2021
1637,Lg,19,12,27,2,1,3,2,25,29,1,2,2,7,15,5,7,1,19,3,30,17,3,UTA,2021
1638,Team,19730,3327,7067,.471,1192,3308,.360,2135,3759,.568,1470,1916,.767,884,2916,3800,1836,588,402,1149,1547,9316,UTA,2022
